Date,Attraction,Avg_Temperature,Rainfall_mm,Public_Holiday_Count,Festival_Season,Foreign_Visitors_%,Visitor_Count
2024-11-30,Sigiriya Rock Fortress,26.3,24.8,1,None,41,3182
2024-12-01,Sigiriya Rock Fortress,27.1,6.7,0,Peak Season,63,3810
2024-12-02,Sigiriya Rock Fortress,26.2,60.8,0,Peak Season,67,2998
2024-12-03,Sigiriya Rock Fortress,25.8,19.5,0,Peak Season,67,3634
2024-12-04,Sigiriya Rock Fortress,26.3,10.6,0,Peak Season,85,3816
2024-12-05,Sigiriya Rock Fortress,27.0,7.7,0,Peak Season,61,3416
2024-12-06,Sigiriya Rock Fortress,25.8,26.4,0,Peak Season,68,3402
2024-12-07,Sigiriya Rock Fortress,25.8,43.4,0,Peak Season,71,3274
2024-12-08,Sigiriya Rock Fortress,26.7,12.7,0,Peak Season,67,4166
2024-12-09,Sigiriya Rock Fortress,26.2,49.6,1,Peak Season,68,4388
2024-12-10,Sigiriya Rock Fortress,26.7,3.5,0,Peak Season,61,3474
2024-12-11,Sigiriya Rock Fortress,26.3,18.8,0,Peak Season,68,3403
2024-12-12,Sigiriya Rock Fortress,26.7,19.3,0,Peak Season,70,3636
2024-12-13,Sigiriya Rock Fortress,25.7,22.5,0,Peak Season,69,3743
2024-12-14,Sigiriya Rock Fortress,26.3,14.7,0,Peak Season,70,4279
2024-12-15,Sigiriya Rock Fortress,26.2,17.8,0,Peak Season,75,3639
2024-12-16,Sigiriya Rock Fortress,25.6,3.4,0,Peak Season,73,3803
2024-12-17,Sigiriya Rock Fortress,25.4,40.2,0,Peak Season,67,3688
2024-12-18,Sigiriya Rock Fortress,26.7,29.6,0,Peak Season,60,3306
2024-12-19,Sigiriya Rock Fortress,26.1,17.1,0,Peak Season,63,3098
2024-12-20,Sigiriya Rock Fortress,25.7,30.2,0,Peak Season,66,3297
2024-12-21,Sigiriya Rock Fortress,26.2,41.3,0,Peak Season,69,3442
2024-12-22,Sigiriya Rock Fortress,27.0,22.1,0,Peak Season,64,4163
2024-12-23,Sigiriya Rock Fortress,24.9,67.3,0,Peak Season,61,2462
2024-12-24,Sigiriya Rock Fortress,25.4,73.0,0,Peak Season,60,2619
2024-12-25,Sigiriya Rock Fortress,25.8,4.2,1,Christmas,57,4050
2024-12-26,Sigiriya Rock Fortress,27.2,16.1,0,Peak Season,66,3337
2024-12-27,Sigiriya Rock Fortress,26.5,30.9,0,Peak Season,58,3438
2024-12-28,Sigiriya Rock Fortress,26.8,40.8,0,Peak Season,61,3629
2024-12-29,Sigiriya Rock Fortress,25.6,14.7,0,Peak Season,65,3827
2024-12-30,Sigiriya Rock Fortress,25.7,3.7,0,Peak Season,59,3175
2024-12-31,Sigiriya Rock Fortress,26.6,9.5,0,Peak Season,69,3157
2025-01-01,Sigiriya Rock Fortress,26.4,1.7,1,New Year,71,4366
2025-01-02,Sigiriya Rock Fortress,26.7,25.6,0,Peak Season,64,3314
2025-01-03,Sigiriya Rock Fortress,26.3,7.5,0,Peak Season,64,3708
2025-01-04,Sigiriya Rock Fortress,26.5,5.1,1,Peak Season,70,4713
2025-01-05,Sigiriya Rock Fortress,26.5,27.7,0,Peak Season,63,4135
2025-01-06,Sigiriya Rock Fortress,26.9,47.0,0,Peak Season,62,2846
2025-01-07,Sigiriya Rock Fortress,26.9,5.0,0,Peak Season,74,3671
2025-01-08,Sigiriya Rock Fortress,25.4,14.3,0,Peak Season,72,3286
2025-01-09,Sigiriya Rock Fortress,25.1,9.7,0,Peak Season,71,3768
2025-01-10,Sigiriya Rock Fortress,27.0,40.5,0,Peak Season,73,3744
2025-01-11,Sigiriya Rock Fortress,27.2,10.8,0,Peak Season,55,3485
2025-01-12,Sigiriya Rock Fortress,25.9,3.1,0,Peak Season,75,4203
2025-01-13,Sigiriya Rock Fortress,25.4,75.3,0,Peak Season,69,3016
2025-01-14,Sigiriya Rock Fortress,26.6,32.8,0,Peak Season,73,3043
2025-01-15,Sigiriya Rock Fortress,27.1,8.7,0,Peak Season,69,3721
2025-01-16,Sigiriya Rock Fortress,27.6,5.4,0,Peak Season,67,3886
2025-01-17,Sigiriya Rock Fortress,26.9,9.9,0,Peak Season,65,3520
2025-01-18,Sigiriya Rock Fortress,26.4,3.1,0,Peak Season,69,4310
2025-01-19,Sigiriya Rock Fortress,26.1,9.1,0,Peak Season,65,4422
2025-01-20,Sigiriya Rock Fortress,26.6,5.8,0,Peak Season,72,4096
2025-01-21,Sigiriya Rock Fortress,26.5,67.9,0,Peak Season,57,2635
2025-01-22,Sigiriya Rock Fortress,26.0,3.7,0,Peak Season,64,3410
2025-01-23,Sigiriya Rock Fortress,27.9,5.2,0,Peak Season,79,3644
2025-01-24,Sigiriya Rock Fortress,27.8,77.5,0,Peak Season,63,2902
2025-01-25,Sigiriya Rock Fortress,27.4,16.1,1,Peak Season,66,4362
2025-01-26,Sigiriya Rock Fortress,26.2,4.3,0,Peak Season,62,3986
2025-01-27,Sigiriya Rock Fortress,27.3,1.2,0,Peak Season,69,3716
2025-01-28,Sigiriya Rock Fortress,27.2,11.3,0,Peak Season,63,3350
2025-01-29,Sigiriya Rock Fortress,27.1,7.3,0,Peak Season,66,3620
2025-01-30,Sigiriya Rock Fortress,27.6,4.4,0,Peak Season,72,4283
2025-01-31,Sigiriya Rock Fortress,27.2,33.6,0,Peak Season,63,3166
2025-02-01,Sigiriya Rock Fortress,27.3,15.5,0,Peak Season,72,4030
2025-02-02,Sigiriya Rock Fortress,27.3,13.7,0,Peak Season,72,4370
2025-02-03,Sigiriya Rock Fortress,27.1,15.4,0,Peak Season,73,3640
2025-02-04,Sigiriya Rock Fortress,25.9,14.5,1,Peak Season,68,4433
2025-02-05,Sigiriya Rock Fortress,27.0,7.1,0,Peak Season,86,3954
2025-02-06,Sigiriya Rock Fortress,26.7,3.8,0,Peak Season,73,3658
2025-02-07,Sigiriya Rock Fortress,26.3,10.3,0,Peak Season,69,3156
2025-02-08,Sigiriya Rock Fortress,28.1,6.7,0,Peak Season,62,3723
2025-02-09,Sigiriya Rock Fortress,28.1,2.2,0,Peak Season,66,3801
2025-02-10,Sigiriya Rock Fortress,27.9,5.6,0,Peak Season,76,3871
2025-02-11,Sigiriya Rock Fortress,27.3,20.3,0,Peak Season,77,3308
2025-02-12,Sigiriya Rock Fortress,28.0,9.7,0,Peak Season,76,4018
2025-02-13,Sigiriya Rock Fortress,27.2,2.7,0,Peak Season,72,3732
2025-02-14,Sigiriya Rock Fortress,27.4,1.8,0,Peak Season,59,3456
2025-02-15,Sigiriya Rock Fortress,26.6,22.9,0,Peak Season,70,3791
2025-02-16,Sigiriya Rock Fortress,27.6,6.4,0,Peak Season,60,4166
2025-02-17,Sigiriya Rock Fortress,27.4,10.4,0,Peak Season,58,3211
2025-02-18,Sigiriya Rock Fortress,26.6,7.1,1,Peak Season,68,4013
2025-02-19,Sigiriya Rock Fortress,27.4,6.8,0,Peak Season,70,3909
2025-02-20,Sigiriya Rock Fortress,27.4,6.2,0,Peak Season,72,3769
2025-02-21,Sigiriya Rock Fortress,28.6,8.0,0,Peak Season,70,3623
2025-02-22,Sigiriya Rock Fortress,28.1,18.1,0,Peak Season,70,4227
2025-02-23,Sigiriya Rock Fortress,27.6,8.2,0,Peak Season,61,4028
2025-02-24,Sigiriya Rock Fortress,27.7,0.4,0,Peak Season,66,3747
2025-02-25,Sigiriya Rock Fortress,27.6,3.3,0,Peak Season,58,3301
2025-02-26,Sigiriya Rock Fortress,27.5,2.0,0,Peak Season,55,3894
2025-02-27,Sigiriya Rock Fortress,27.0,28.8,0,Peak Season,71,3260
2025-02-28,Sigiriya Rock Fortress,27.6,26.1,1,Peak Season,62,4271
2025-03-01,Sigiriya Rock Fortress,27.3,5.9,0,None,50,2903
2025-03-02,Sigiriya Rock Fortress,27.0,1.7,1,None,52,3848
2025-03-03,Sigiriya Rock Fortress,28.1,38.1,0,None,41,2036
2025-03-04,Sigiriya Rock Fortress,28.1,1.9,0,None,49,2705
2025-03-05,Sigiriya Rock Fortress,26.8,1.9,0,None,41,2078
2025-03-06,Sigiriya Rock Fortress,27.9,13.5,0,None,34,2273
2025-03-07,Sigiriya Rock Fortress,28.6,13.4,0,None,46,2684
2025-03-08,Sigiriya Rock Fortress,28.6,4.2,0,None,42,2810
2025-03-09,Sigiriya Rock Fortress,28.7,1.2,0,None,42,2914
2025-03-10,Sigiriya Rock Fortress,28.1,3.0,0,None,57,2468
2025-03-11,Sigiriya Rock Fortress,27.6,5.1,0,None,36,2087
2025-03-12,Sigiriya Rock Fortress,27.5,0.8,0,None,47,2785
2025-03-13,Sigiriya Rock Fortress,28.4,6.0,0,None,39,2013
2025-03-14,Sigiriya Rock Fortress,28.5,9.3,0,None,50,2189
2025-03-15,Sigiriya Rock Fortress,29.0,0.3,0,None,47,3372
2025-03-16,Sigiriya Rock Fortress,29.0,8.8,0,None,47,3053
2025-03-17,Sigiriya Rock Fortress,28.3,1.6,0,None,39,2750
2025-03-18,Sigiriya Rock Fortress,27.6,15.2,0,None,40,2015
2025-03-19,Sigiriya Rock Fortress,28.2,7.2,0,None,51,2456
2025-03-20,Sigiriya Rock Fortress,28.6,70.0,0,None,56,1634
2025-03-21,Sigiriya Rock Fortress,28.4,2.9,0,None,48,2465
2025-03-22,Sigiriya Rock Fortress,28.2,25.4,0,None,40,2172
2025-03-23,Sigiriya Rock Fortress,28.7,2.0,0,None,47,3137
2025-03-24,Sigiriya Rock Fortress,28.3,0.9,0,None,60,2741
2025-03-25,Sigiriya Rock Fortress,28.3,1.5,0,None,46,2398
2025-03-26,Sigiriya Rock Fortress,28.9,9.1,0,None,54,2398
2025-03-27,Sigiriya Rock Fortress,28.5,3.8,0,None,41,2103
2025-03-28,Sigiriya Rock Fortress,28.9,3.3,0,None,45,2552
2025-03-29,Sigiriya Rock Fortress,29.0,2.0,0,None,49,2775
2025-03-30,Sigiriya Rock Fortress,28.2,3.1,0,None,47,3068
2025-03-31,Sigiriya Rock Fortress,28.6,1.9,0,None,40,2765
2025-04-01,Sigiriya Rock Fortress,29.8,6.6,0,None,46,2729
2025-04-02,Sigiriya Rock Fortress,28.3,2.6,0,None,57,2264
2025-04-03,Sigiriya Rock Fortress,27.7,1.6,0,None,58,2486
2025-04-04,Sigiriya Rock Fortress,27.9,8.5,0,None,60,2657
2025-04-05,Sigiriya Rock Fortress,29.1,0.9,0,None,62,3268
2025-04-06,Sigiriya Rock Fortress,29.1,3.9,0,None,52,2760
2025-04-07,Sigiriya Rock Fortress,29.1,0.1,0,None,49,2594
2025-04-08,Sigiriya Rock Fortress,29.9,0.5,0,None,59,2710
2025-04-09,Sigiriya Rock Fortress,27.6,2.3,0,None,55,2960
2025-04-10,Sigiriya Rock Fortress,29.5,1.8,0,None,45,2375
2025-04-11,Sigiriya Rock Fortress,30.2,1.8,0,None,45,2712
2025-04-12,Sigiriya Rock Fortress,28.6,7.3,0,None,54,2767
2025-04-13,Sigiriya Rock Fortress,29.1,7.6,1,Sinhala Tamil New Year,50,4911
2025-04-14,Sigiriya Rock Fortress,28.9,4.7,1,Sinhala Tamil New Year,51,4792
2025-04-15,Sigiriya Rock Fortress,28.9,101.9,0,None,57,1663
2025-04-16,Sigiriya Rock Fortress,29.3,3.1,0,None,56,2396
2025-04-17,Sigiriya Rock Fortress,30.3,16.7,1,None,59,3187
2025-04-18,Sigiriya Rock Fortress,30.6,23.5,0,None,39,1797
2025-04-19,Sigiriya Rock Fortress,29.4,8.6,0,None,53,3000
2025-04-20,Sigiriya Rock Fortress,30.7,0.9,0,None,55,3398
2025-04-21,Sigiriya Rock Fortress,29.6,3.2,0,None,42,2268
2025-04-22,Sigiriya Rock Fortress,30.7,4.6,0,None,47,2421
2025-04-23,Sigiriya Rock Fortress,29.6,4.0,0,None,46,2177
2025-04-24,Sigiriya Rock Fortress,29.8,10.3,0,None,51,2305
2025-04-25,Sigiriya Rock Fortress,30.0,7.9,0,None,61,3050
2025-04-26,Sigiriya Rock Fortress,31.7,1.0,0,None,63,3408
2025-04-27,Sigiriya Rock Fortress,30.3,1.9,0,None,46,2805
2025-04-28,Sigiriya Rock Fortress,29.4,10.3,1,None,54,3068
2025-04-29,Sigiriya Rock Fortress,30.4,14.8,0,None,54,2117
2025-04-30,Sigiriya Rock Fortress,29.7,5.6,0,None,53,2313
2025-05-01,Sigiriya Rock Fortress,29.6,17.0,1,None,53,3345
2025-05-02,Sigiriya Rock Fortress,30.5,5.2,0,None,53,2538
2025-05-03,Sigiriya Rock Fortress,30.0,1.5,1,None,61,4356
2025-05-04,Sigiriya Rock Fortress,30.2,8.7,0,None,58,3136
2025-05-05,Sigiriya Rock Fortress,30.0,0.8,0,None,45,2452
2025-05-06,Sigiriya Rock Fortress,30.3,18.1,0,None,56,2602
2025-05-07,Sigiriya Rock Fortress,30.3,8.7,0,None,56,1986
2025-05-08,Sigiriya Rock Fortress,29.0,2.2,0,None,53,2598
2025-05-09,Sigiriya Rock Fortress,30.5,0.2,0,None,58,2708
2025-05-10,Sigiriya Rock Fortress,29.6,0.0,1,None,52,4109
2025-05-11,Sigiriya Rock Fortress,29.3,2.8,0,None,52,3300
2025-05-12,Sigiriya Rock Fortress,30.2,8.0,0,None,52,2258
2025-05-13,Sigiriya Rock Fortress,30.3,12.6,0,None,39,2495
2025-05-14,Sigiriya Rock Fortress,29.8,15.5,0,None,51,2327
2025-05-15,Sigiriya Rock Fortress,30.8,7.7,0,None,47,2243
2025-05-16,Sigiriya Rock Fortress,29.5,6.6,0,None,44,2399
2025-05-17,Sigiriya Rock Fortress,30.1,4.0,0,None,60,3201
2025-05-18,Sigiriya Rock Fortress,30.0,68.6,0,None,54,2697
2025-05-19,Sigiriya Rock Fortress,30.3,2.6,0,None,51,2632
2025-05-20,Sigiriya Rock Fortress,30.6,1.1,0,None,48,2577
2025-05-21,Sigiriya Rock Fortress,29.8,6.6,0,None,53,2726
2025-05-22,Sigiriya Rock Fortress,30.9,13.3,0,None,57,2798
2025-05-23,Sigiriya Rock Fortress,30.5,0.8,0,None,46,2668
2025-05-24,Sigiriya Rock Fortress,29.3,3.3,0,None,51,3376
2025-05-25,Sigiriya Rock Fortress,29.3,6.7,0,None,56,3247
2025-05-26,Sigiriya Rock Fortress,30.5,6.6,0,None,39,2337
2025-05-27,Sigiriya Rock Fortress,30.4,11.2,0,None,51,2730
2025-05-28,Sigiriya Rock Fortress,30.5,31.2,0,None,48,2147
2025-05-29,Sigiriya Rock Fortress,30.5,0.1,0,None,50,2584
2025-05-30,Sigiriya Rock Fortress,30.7,33.0,0,None,48,2531
2025-05-31,Sigiriya Rock Fortress,31.1,31.0,0,None,52,3169
2025-06-01,Sigiriya Rock Fortress,29.9,16.1,0,None,57,3038
2025-06-02,Sigiriya Rock Fortress,29.9,8.8,0,None,43,2225
2025-06-03,Sigiriya Rock Fortress,29.9,3.2,0,None,47,2786
2025-06-04,Sigiriya Rock Fortress,30.8,16.4,0,None,57,2693
2025-06-05,Sigiriya Rock Fortress,31.4,9.5,1,None,42,3070
2025-06-06,Sigiriya Rock Fortress,30.4,5.1,0,None,56,2550
2025-06-07,Sigiriya Rock Fortress,29.1,16.4,0,None,45,2865
2025-06-08,Sigiriya Rock Fortress,29.6,19.2,0,None,56,2969
2025-06-09,Sigiriya Rock Fortress,30.2,25.5,0,None,50,2115
2025-06-10,Sigiriya Rock Fortress,30.3,2.9,0,None,47,2510
2025-06-11,Sigiriya Rock Fortress,30.4,69.9,0,None,45,1704
2025-06-12,Sigiriya Rock Fortress,30.7,5.4,0,None,41,2275
2025-06-13,Sigiriya Rock Fortress,30.5,9.6,0,None,45,2571
2025-06-14,Sigiriya Rock Fortress,31.3,11.7,0,None,50,3299
2025-06-15,Sigiriya Rock Fortress,30.3,22.1,0,None,45,2979
2025-06-16,Sigiriya Rock Fortress,30.2,16.0,0,None,43,2188
2025-06-17,Sigiriya Rock Fortress,31.0,5.4,0,None,43,2570
2025-06-18,Sigiriya Rock Fortress,29.8,13.3,0,None,51,2429
2025-06-19,Sigiriya Rock Fortress,30.9,9.6,0,None,52,2240
2025-06-20,Sigiriya Rock Fortress,30.8,1.3,0,None,41,2558
2025-06-21,Sigiriya Rock Fortress,30.6,84.0,0,None,41,1993
2025-06-22,Sigiriya Rock Fortress,31.7,8.3,1,None,47,4236
2025-06-23,Sigiriya Rock Fortress,30.3,27.6,0,None,54,2632
2025-06-24,Sigiriya Rock Fortress,31.9,42.0,0,None,52,2315
2025-06-25,Sigiriya Rock Fortress,30.6,21.0,0,None,37,2150
2025-06-26,Sigiriya Rock Fortress,29.9,8.0,0,None,43,2371
2025-06-27,Sigiriya Rock Fortress,30.7,9.4,0,None,39,2053
2025-06-28,Sigiriya Rock Fortress,30.0,3.1,0,None,43,2564
2025-06-29,Sigiriya Rock Fortress,30.2,4.0,0,None,55,2967
2025-06-30,Sigiriya Rock Fortress,30.9,7.6,0,None,36,2238
2025-07-01,Sigiriya Rock Fortress,31.0,6.7,0,Peak Season,47,2897
2025-07-02,Sigiriya Rock Fortress,30.3,1.2,0,Peak Season,52,3372
2025-07-03,Sigiriya Rock Fortress,31.2,29.0,0,Peak Season,59,3262
2025-07-04,Sigiriya Rock Fortress,31.3,32.6,0,Peak Season,61,3265
2025-07-05,Sigiriya Rock Fortress,31.5,28.4,0,Peak Season,60,3756
2025-07-06,Sigiriya Rock Fortress,30.9,33.7,0,Peak Season,64,3814
2025-07-07,Sigiriya Rock Fortress,31.4,54.5,0,Peak Season,46,3162
2025-07-08,Sigiriya Rock Fortress,29.5,3.3,0,Peak Season,64,3801
2025-07-09,Sigiriya Rock Fortress,30.4,52.9,0,Peak Season,55,2806
2025-07-10,Sigiriya Rock Fortress,30.1,5.9,0,Peak Season,61,3576
2025-07-11,Sigiriya Rock Fortress,30.6,16.6,0,Peak Season,49,3258
2025-07-12,Sigiriya Rock Fortress,30.2,5.0,0,Peak Season,57,3914
2025-07-13,Sigiriya Rock Fortress,30.4,124.5,0,Peak Season,58,2505
2025-07-14,Sigiriya Rock Fortress,31.6,125.5,0,Peak Season,64,2484
2025-07-15,Sigiriya Rock Fortress,30.4,5.8,0,Peak Season,47,3258
2025-07-16,Sigiriya Rock Fortress,30.7,9.8,0,Peak Season,57,3252
2025-07-17,Sigiriya Rock Fortress,30.3,4.4,0,Peak Season,50,3408
2025-07-18,Sigiriya Rock Fortress,30.5,22.7,0,Peak Season,60,3411
2025-07-19,Sigiriya Rock Fortress,30.4,31.5,0,Peak Season,62,3428
2025-07-20,Sigiriya Rock Fortress,30.7,3.3,0,Peak Season,65,4256
2025-07-21,Sigiriya Rock Fortress,31.1,8.8,0,Peak Season,54,3656
2025-07-22,Sigiriya Rock Fortress,31.4,11.5,0,Peak Season,63,3704
2025-07-23,Sigiriya Rock Fortress,30.5,15.1,0,Peak Season,65,4057
2025-07-24,Sigiriya Rock Fortress,30.7,12.4,0,Peak Season,47,3557
2025-07-25,Sigiriya Rock Fortress,29.6,14.0,0,Peak Season,61,3795
2025-07-26,Sigiriya Rock Fortress,30.2,7.8,0,Peak Season,63,4773
2025-07-27,Sigiriya Rock Fortress,30.8,8.0,1,Peak Season,55,4849
2025-07-28,Sigiriya Rock Fortress,30.8,7.6,0,Peak Season,50,3433
2025-07-29,Sigiriya Rock Fortress,30.4,4.8,0,Peak Season,63,3865
2025-07-30,Sigiriya Rock Fortress,30.7,5.6,0,Peak Season,50,3294
2025-07-31,Sigiriya Rock Fortress,30.5,14.4,0,Peak Season,56,3436
2025-08-01,Sigiriya Rock Fortress,30.9,29.5,0,Esala Festival,57,3021
2025-08-02,Sigiriya Rock Fortress,30.3,2.5,0,Esala Festival,61,4176
2025-08-03,Sigiriya Rock Fortress,29.9,7.8,0,Esala Festival,53,3723
2025-08-04,Sigiriya Rock Fortress,30.3,1.8,0,Esala Festival,53,3252
2025-08-05,Sigiriya Rock Fortress,28.3,4.8,0,Esala Festival,58,3478
2025-08-06,Sigiriya Rock Fortress,30.3,5.9,1,Esala Festival,63,4153
2025-08-07,Sigiriya Rock Fortress,27.8,10.4,0,Esala Festival,71,3112
2025-08-08,Sigiriya Rock Fortress,28.9,10.0,0,Esala Festival,48,2845
2025-08-09,Sigiriya Rock Fortress,30.2,8.4,0,Esala Festival,59,3726
2025-08-10,Sigiriya Rock Fortress,30.2,12.9,1,Esala Festival,50,4218
2025-08-11,Sigiriya Rock Fortress,29.2,2.8,0,Esala Festival,63,3624
2025-08-12,Sigiriya Rock Fortress,29.4,10.3,0,Esala Festival,51,3282
2025-08-13,Sigiriya Rock Fortress,30.6,17.1,0,Esala Festival,53,3464
2025-08-14,Sigiriya Rock Fortress,29.5,2.7,0,Esala Festival,53,3530
2025-08-15,Sigiriya Rock Fortress,31.1,0.5,0,Esala Festival,57,3754
2025-08-16,Sigiriya Rock Fortress,29.7,21.1,0,Esala Festival,59,3942
2025-08-17,Sigiriya Rock Fortress,29.9,1.8,0,Esala Festival,60,4111
2025-08-18,Sigiriya Rock Fortress,30.6,4.3,0,Esala Festival,57,3697
2025-08-19,Sigiriya Rock Fortress,29.7,16.2,0,Esala Festival,49,3339
2025-08-20,Sigiriya Rock Fortress,29.0,2.5,0,Esala Festival,61,3576
2025-08-21,Sigiriya Rock Fortress,29.5,19.3,0,Esala Festival,57,3517
2025-08-22,Sigiriya Rock Fortress,29.5,3.5,0,Esala Festival,64,3036
2025-08-23,Sigiriya Rock Fortress,28.7,2.9,0,Esala Festival,53,3820
2025-08-24,Sigiriya Rock Fortress,29.3,3.5,0,Esala Festival,47,3722
2025-08-25,Sigiriya Rock Fortress,29.0,112.4,0,Esala Festival,57,2356
2025-08-26,Sigiriya Rock Fortress,30.0,4.1,0,Esala Festival,65,3927
2025-08-27,Sigiriya Rock Fortress,29.4,19.9,0,Esala Festival,58,2925
2025-08-28,Sigiriya Rock Fortress,29.2,7.9,0,Esala Festival,56,3656
2025-08-29,Sigiriya Rock Fortress,29.2,8.6,0,Esala Festival,52,3007
2025-08-30,Sigiriya Rock Fortress,29.4,2.7,0,Esala Festival,68,3930
2025-08-31,Sigiriya Rock Fortress,29.6,21.8,0,Esala Festival,51,3601
2025-09-01,Sigiriya Rock Fortress,28.6,15.3,0,None,41,2095
2025-09-02,Sigiriya Rock Fortress,28.5,14.8,0,None,48,1951
2025-09-03,Sigiriya Rock Fortress,29.8,6.1,1,None,34,2985
2025-09-04,Sigiriya Rock Fortress,28.8,1.2,0,None,53,2707
2025-09-05,Sigiriya Rock Fortress,28.2,8.6,0,None,49,2608
2025-09-06,Sigiriya Rock Fortress,29.3,12.0,0,None,50,2846
2025-09-07,Sigiriya Rock Fortress,29.3,12.0,0,None,48,2897
2025-09-08,Sigiriya Rock Fortress,28.0,10.4,0,None,44,2251
2025-09-09,Sigiriya Rock Fortress,29.0,9.9,0,None,39,2580
2025-09-10,Sigiriya Rock Fortress,29.3,3.0,0,None,44,1768
2025-09-11,Sigiriya Rock Fortress,29.0,3.1,0,None,39,2079
2025-09-12,Sigiriya Rock Fortress,29.2,1.4,0,None,48,2480
2025-09-13,Sigiriya Rock Fortress,27.9,17.2,0,None,50,2591
2025-09-14,Sigiriya Rock Fortress,28.9,32.1,0,None,54,2701
2025-09-15,Sigiriya Rock Fortress,28.5,57.9,0,None,47,1731
2025-09-16,Sigiriya Rock Fortress,28.3,8.2,0,None,51,2275
2025-09-17,Sigiriya Rock Fortress,29.1,93.7,0,None,43,1292
2025-09-18,Sigiriya Rock Fortress,29.4,5.6,0,None,42,2466
2025-09-19,Sigiriya Rock Fortress,29.6,8.2,0,None,48,2360
2025-09-20,Sigiriya Rock Fortress,29.3,2.0,0,None,43,2836
2025-09-21,Sigiriya Rock Fortress,28.4,5.6,0,None,47,2896
2025-09-22,Sigiriya Rock Fortress,28.6,2.5,0,None,39,2281
2025-09-23,Sigiriya Rock Fortress,28.8,4.9,0,None,40,1896
2025-09-24,Sigiriya Rock Fortress,28.4,2.8,0,None,49,2554
2025-09-25,Sigiriya Rock Fortress,28.4,11.6,0,None,50,2266
2025-09-26,Sigiriya Rock Fortress,28.8,13.1,1,None,39,3090
2025-09-27,Sigiriya Rock Fortress,28.2,9.8,0,None,49,3041
2025-09-28,Sigiriya Rock Fortress,27.7,3.3,0,None,42,3103
2025-09-29,Sigiriya Rock Fortress,27.9,1.3,0,None,45,2158
2025-09-30,Sigiriya Rock Fortress,28.5,13.8,0,None,54,2332
2025-10-01,Sigiriya Rock Fortress,28.1,7.5,0,None,50,2130
2025-10-02,Sigiriya Rock Fortress,28.2,98.3,0,None,50,1162
2025-10-03,Sigiriya Rock Fortress,28.4,103.3,1,None,56,2298
2025-10-04,Sigiriya Rock Fortress,27.7,10.8,0,None,41,3065
2025-10-05,Sigiriya Rock Fortress,28.4,0.7,0,None,39,2595
2025-10-06,Sigiriya Rock Fortress,28.1,13.0,0,None,41,2075
2025-10-07,Sigiriya Rock Fortress,27.1,1.0,0,None,43,2304
2025-10-08,Sigiriya Rock Fortress,28.7,3.1,0,None,31,2264
2025-10-09,Sigiriya Rock Fortress,27.5,1.0,0,None,44,1965
2025-10-10,Sigiriya Rock Fortress,26.8,2.7,0,None,42,1919
2025-10-11,Sigiriya Rock Fortress,27.1,1.5,0,None,50,3098
2025-10-12,Sigiriya Rock Fortress,27.1,20.4,0,None,47,2281
2025-10-13,Sigiriya Rock Fortress,27.7,6.2,0,None,41,2145
2025-10-14,Sigiriya Rock Fortress,27.4,63.6,0,None,49,1723
2025-10-15,Sigiriya Rock Fortress,27.4,22.4,0,None,49,2274
2025-10-16,Sigiriya Rock Fortress,27.9,21.6,0,None,40,2016
2025-10-17,Sigiriya Rock Fortress,27.7,5.4,0,None,42,2190
2025-10-18,Sigiriya Rock Fortress,27.7,11.1,0,None,32,2758
2025-10-19,Sigiriya Rock Fortress,27.7,4.2,0,None,38,2826
2025-10-20,Sigiriya Rock Fortress,27.8,7.6,0,None,41,2087
2025-10-21,Sigiriya Rock Fortress,26.1,2.1,0,None,45,2317
2025-10-22,Sigiriya Rock Fortress,27.1,13.3,1,None,39,2835
2025-10-23,Sigiriya Rock Fortress,26.0,25.0,0,None,42,2354
2025-10-24,Sigiriya Rock Fortress,27.3,21.6,0,None,38,2163
2025-10-25,Sigiriya Rock Fortress,27.2,9.6,0,None,46,3092
2025-10-26,Sigiriya Rock Fortress,27.8,0.3,0,None,48,2859
2025-10-27,Sigiriya Rock Fortress,27.9,4.4,0,None,47,2264
2025-10-28,Sigiriya Rock Fortress,27.3,8.5,0,None,45,2222
2025-10-29,Sigiriya Rock Fortress,26.8,1.4,0,None,36,2148
2025-10-30,Sigiriya Rock Fortress,27.4,1.0,0,None,41,2073
2025-10-31,Sigiriya Rock Fortress,26.7,34.4,0,None,43,2184
2025-11-01,Sigiriya Rock Fortress,27.0,21.5,0,None,43,2815
2025-11-02,Sigiriya Rock Fortress,27.6,16.5,0,None,45,2671
2025-11-03,Sigiriya Rock Fortress,26.6,103.8,0,None,54,1409
2025-11-04,Sigiriya Rock Fortress,27.4,2.0,0,None,50,2494
2025-11-05,Sigiriya Rock Fortress,27.3,3.3,0,None,39,2386
2025-11-06,Sigiriya Rock Fortress,26.3,13.1,0,None,49,1960
2025-11-07,Sigiriya Rock Fortress,27.5,14.3,0,None,49,2251
2025-11-08,Sigiriya Rock Fortress,27.3,1.4,0,None,40,2806
2025-11-09,Sigiriya Rock Fortress,26.9,12.5,0,None,50,2989
2025-11-10,Sigiriya Rock Fortress,26.3,9.9,0,None,44,2065
2025-11-11,Sigiriya Rock Fortress,26.3,25.6,0,None,37,1339
2025-11-12,Sigiriya Rock Fortress,26.4,15.0,0,None,48,1980
2025-11-13,Sigiriya Rock Fortress,27.1,42.8,0,None,46,1859
